gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,avg_charge_per_tenure,has_fiber,is_month_to_month,has_online_security,has_tech_support
Male,1,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,219.5191027668012,658.5573083004036,0,73.1730342556004,1,1,1,1
Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,223.3972702783924,0.0,0,223.3972702783924,1,1,1,1
Female,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.51069216638014,0.0,0,40.51069216638014,1,1,0,0
Male,1,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,180.52088265949192,722.0835306379677,0,45.13022066487298,1,1,1,0
Female,1,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,104.52504544160394,313.5751363248118,1,34.84168181386798,1,1,0,1
Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,176.3340038188146,352.6680076376292,0,88.1670019094073,1,1,0,0
Male,1,No,No,4,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.46247279177433,325.8498911670973,1,20.365618197943583,1,1,0,0
Male,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.08771461452974,128.35085845811895,0,8.021928653632434,1,1,0,0
Male,1,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.26615863687938,99.79847591063816,1,11.08871954562646,0,1,0,0
Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,124.88580854288595,124.88580854288595,0,124.88580854288595,1,1,0,1
Male,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,119.08372803849126,357.2511841154738,0,39.69457601283042,1,1,1,1
Female,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,98.40231629834818,98.40231629834818,0,98.40231629834818,1,1,1,0
Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,165.6658418767974,331.3316837535948,1,82.8329209383987,1,1,0,0
Male,0,Yes,Yes,4,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,58.0882832552545,232.353133021018,1,14.522070813813626,1,1,0,0
Male,1,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,186.0076191584324,186.0076191584324,0,186.0076191584324,0,1,1,1
Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.27907206250735,220.5581441250147,1,55.13953603125368,1,1,0,0
Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,189.18685339149155,189.18685339149155,0,189.18685339149155,1,1,1,1
Male,1,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,161.6046774256724,0.0,0,161.6046774256724,1,1,0,0
Female,1,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,129.77706859252987,0.0,0,129.77706859252987,1,1,1,1
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.73145030288572,33.73145030288572,0,33.73145030288572,1,1,0,0
Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,94.82966805517792,0.0,0,94.82966805517792,1,1,0,0
Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,162.28008563871543,162.28008563871543,0,162.28008563871543,1,1,1,1
Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,123.980075097795,0.0,1,123.980075097795,1,1,0,0
Female,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,143.65949902692986,574.6379961077195,0,35.914874756732466,1,1,0,0
Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,203.19297967660856,609.5789390298257,1,67.73099322553618,1,1,0,0
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,164.9093689181367,659.6374756725468,1,41.22734222953417,1,1,0,0
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.74231062285926,326.96924249143706,0,20.435577655714816,1,1,0,0
Female,1,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,121.22427521689194,121.22427521689194,0,121.22427521689194,1,1,1,0
Female,1,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.484626731177784,141.9385069247111,0,8.871156682794446,1,1,0,0
Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,157.18937210538638,0.0,0,157.18937210538638,1,1,1,1
Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,134.90773665457866,269.8154733091573,0,67.45386832728933,1,1,1,1
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,164.07824562604048,328.15649125208097,0,82.03912281302024,1,1,0,0
Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,102.76239304056732,102.76239304056732,0,102.76239304056732,1,1,0,0
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,156.9501632522262,313.9003265044524,1,78.4750816261131,1,1,0,0
Male,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,141.70417967364511,283.40835934729023,0,70.85208983682256,1,1,1,1
Female,1,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,124.90237908713937,124.90237908713937,0,124.90237908713937,1,1,1,1
Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,184.56055138802796,738.2422055521117,0,46.14013784700699,1,1,0,0
Female,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,181.9085309068421,0.0,1,181.9085309068421,1,1,1,0
Female,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,131.20796622361442,131.20796622361442,0,131.20796622361442,1,1,1,1
Female,1,Yes,No,4,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,140.53990270400075,562.159610816003,1,35.13497567600019,0,1,0,0
Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,144.82313227588136,0.0,0,144.82313227588136,1,1,1,1
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,162.50565261140775,325.0113052228155,1,81.25282630570388,1,1,0,0
Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,195.62042001396725,586.8612600419017,0,65.20680667132241,1,1,1,0
Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,224.8417325263053,674.5251975789158,0,74.9472441754351,1,1,0,1
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.09113945859106,196.36455783436423,0,12.272784864647765,1,1,0,0
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,180.81775104700043,723.2710041880017,0,45.20443776175011,1,1,0,1
Female,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,168.6393472666354,337.2786945332708,0,84.3196736333177,1,1,0,0
Male,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,183.7444679238096,367.4889358476193,0,91.8722339619048,1,1,0,0
Male,0,Yes,No,0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.92098561077773,0.0,0,80.92098561077773,1,1,1,0
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.86984247008651,89.86984247008651,0,89.86984247008651,1,1,0,1
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,191.398440519092,191.398440519092,1,191.398440519092,1,1,0,0
Female,1,No,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,141.88293370587851,0.0,0,141.88293370587851,1,1,0,1
Male,1,Yes,No,2,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,142.5379900823793,285.0759801647586,0,71.26899504118965,0,1,0,0
Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,159.13581464121972,636.5432585648789,0,39.78395366030493,1,1,0,1
Female,1,Yes,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.434741270619135,0.0,0,37.434741270619135,1,1,0,0
Male,1,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,157.6669930805649,315.3339861611298,0,78.83349654028245,1,1,1,0
Male,0,No,No,0,Yes,No,No,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,86.24494886447667,0.0,0,86.24494886447667,0,1,0,1
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.88970910413654,32.88970910413654,0,32.88970910413654,1,1,0,0
Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,190.92092242813123,381.84184485626247,0,95.46046121406562,1,1,1,1
Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.98281318639111,46.98281318639111,0,46.98281318639111,1,1,0,0
Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,119.1557635101404,357.4672905304212,0,39.71858783671347,1,1,1,1
Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,214.82545840630368,429.65091681260736,0,107.41272920315184,1,1,1,0
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,105.441666754923,210.883333509846,0,52.7208333774615,1,1,0,0
Female,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,105.8552962879532,423.4211851518128,0,26.4638240719883,1,1,1,0
Male,1,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,133.43730144873226,400.3119043461968,0,44.47910048291075,1,1,1,0
Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.79506215759254,89.59012431518508,0,22.39753107879627,1,1,0,0
Female,1,No,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,153.97474638421957,615.8989855368783,1,38.49368659605489,1,1,0,0
Female,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.26955011647134,194.53910023294267,0,48.63477505823567,1,1,1,0
Female,1,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,120.70922611843302,482.8369044737321,1,30.177306529608256,1,1,0,0
Female,1,No,No,3,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,197.00910943525795,591.0273283057738,0,65.66970314508599,0,1,0,1
Female,1,Yes,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.14386729125612,70.28773458251224,0,17.57193364562806,1,1,0,0
Male,0,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,206.49518175740008,0.0,0,206.49518175740008,1,1,0,0
Female,1,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,104.05496545742422,208.10993091484843,0,52.02748272871211,1,1,1,0
Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.40553318059651,76.81106636119301,0,19.202766590298253,0,1,0,0
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.503311230991926,142.0132449239677,0,8.875827807747982,1,1,0,0
Male,0,Yes,No,1,No,No phone service,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.254795286793325,63.254795286793325,0,63.254795286793325,0,1,0,0
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,162.03380453975464,0.0,0,162.03380453975464,1,1,0,0
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,149.2984388738406,447.8953166215218,0,49.7661462912802,1,1,0,1
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,145.12494144772268,435.374824343168,0,48.37498048257422,1,1,1,1
Female,1,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,209.98590909122117,0.0,0,209.98590909122117,1,1,1,0
Male,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,197.4910685620984,789.9642742483936,0,49.3727671405246,1,1,0,0
Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,152.74600707760163,305.49201415520326,1,76.37300353880082,1,1,1,0
Male,0,Yes,Yes,0,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,138.8804288415384,0.0,0,138.8804288415384,0,1,1,1
Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.84426510214205,159.3770604085682,1,9.961066275535513,0,1,0,0
Male,1,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.73032392495664,40.73032392495664,0,40.73032392495664,1,1,0,0
Female,1,Yes,No,4,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,158.4051287567128,633.6205150268512,1,39.6012821891782,0,1,0,0
Male,1,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.81656642834115,67.6331328566823,0,16.908283214170574,1,1,0,0
Female,1,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.21093004374312,33.21093004374312,0,33.21093004374312,1,1,0,0
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,169.76715426324114,169.76715426324114,0,169.76715426324114,1,1,0,1
Female,0,Yes,No,1,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,77.83790581744465,77.83790581744465,0,77.83790581744465,1,1,0,0
Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,208.22705278702503,624.6811583610751,1,69.40901759567501,1,1,0,1
Male,0,No,No,3,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,40.7580576044419,122.2741728133257,0,13.586019201480633,1,1,0,0
Female,1,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,194.65191869108835,0.0,0,194.65191869108835,1,1,1,0
Female,1,No,No,0,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,51.635585487513055,0.0,0,51.635585487513055,1,1,1,0
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,191.12225526993396,191.12225526993396,0,191.12225526993396,1,1,0,0
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.259912244937407,125.03964897974964,0,7.814978061234352,1,1,0,0
Male,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,156.35434480309794,469.0630344092938,1,52.118114934365984,1,1,1,0
Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,107.71942713156989,0.0,0,107.71942713156989,1,1,1,1
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,151.7984109197706,151.7984109197706,0,151.7984109197706,1,1,0,0
Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,142.15740460531293,142.15740460531293,1,142.15740460531293,1,1,0,0
Female,1,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.79108473305197,179.58216946610395,0,44.89554236652599,1,1,0,1
Male,1,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,179.9395827558192,539.8187482674576,0,59.9798609186064,1,1,1,0
Female,1,No,No,2,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,61.95566563362349,123.91133126724698,0,30.977832816811745,1,1,1,0
Female,1,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,180.400661479121,0.0,1,180.400661479121,1,1,1,0
Female,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.16083258495009,70.32166516990019,0,17.580416292475046,1,1,0,0
Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,149.71724652239203,149.71724652239203,0,149.71724652239203,1,1,0,1
Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,200.8685117116579,401.7370234233158,0,100.43425585582895,1,1,0,0
Female,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.119746202990406,0.0,0,35.119746202990406,1,1,0,0
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,154.3611230668468,617.4444922673872,1,38.5902807667117,1,1,0,0
Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,96.34646967509508,192.69293935019013,0,48.17323483754754,1,1,1,0
Female,1,Yes,Yes,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.161510094875936,86.32302018975187,0,21.580755047437968,1,1,0,0
Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,147.9760047764584,591.9040191058336,0,36.9940011941146,1,1,1,1
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,127.62225735327868,255.2445147065573,1,63.81112867663934,1,1,0,0
Male,0,Yes,No,0,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.49971881691235,0.0,0,38.49971881691235,1,1,0,0
Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.16294374119999,66.32588748239998,0,16.581471870599994,0,1,0,0
Male,0,No,No,0,No,No phone service,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.97611380786962,0.0,0,93.97611380786962,0,1,1,0
Female,1,No,No,3,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,178.8173678408574,536.4521035225722,0,59.6057892802858,0,1,0,0
Female,1,Yes,Yes,0,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.2617514625846,0.0,1,120.2617514625846,1,1,1,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,91.01501297494568,91.01501297494568,0,91.01501297494568,1,1,0,1
Male,1,No,No,2,No,No phone service,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.60094342981031,135.20188685962063,1,33.80047171490516,0,1,0,0
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.91977694049048,221.75933082147145,1,24.63992564683016,1,1,0,0
Female,0,No,No,4,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.1903979961471,212.7615919845884,0,13.297599499036775,1,1,0,0
Female,1,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,121.0587234234444,242.1174468468888,0,60.5293617117222,1,1,1,0
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.66044679205131,39.66044679205131,0,39.66044679205131,1,1,0,0
Male,1,No,Yes,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.99254906508833,107.977647195265,0,11.997516355029445,1,1,0,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,114.91568952585406,114.91568952585406,1,114.91568952585406,1,1,0,0
Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,184.02645872343115,0.0,0,184.02645872343115,1,1,1,1
Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,124.9825877691523,249.9651755383046,1,62.49129388457615,1,1,1,1
Female,1,Yes,No,4,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,168.07094088116625,672.283763524665,0,42.01773522029156,0,1,0,0
